,dip_ct,dip_pkt_size_ct
133.11.110.13,1,40
202.198.52.212,1,40
150.75.29.40,1,40
133.11.110.138,1,40
133.11.94.199,1,40
163.33.99.39,1,105
150.75.26.42,5,2175
150.75.211.147,1,40
203.77.101.167,1,40
150.75.26.40,5,2175
163.33.47.44,1,40
163.33.239.36,1,40
202.198.46.68,1,40
150.75.26.41,5,2169
150.75.237.14,1,40
202.204.59.149,1,40
202.198.52.71,1,40
203.77.106.39,1,40
163.33.155.12,1,40
133.149.204.97,1,40
203.77.0.200,1,40
150.75.26.37,5,2170
203.77.69.46,1,40
150.75.242.170,1,40
133.149.57.196,1,40
133.149.168.243,1,40
150.75.26.47,5,2175
150.75.66.5,1,40
133.11.118.202,2,80
150.75.97.204,1,40
163.33.124.219,1,40
133.149.88.11,1,40
203.77.7.94,1,40
150.75.243.130,1,40
150.75.199.31,1,40
163.33.138.239,2,88
163.33.73.78,1,48
202.198.21.34,1,40
133.149.71.182,1,40
133.149.127.117,1,40
133.149.124.9,1,40
163.33.199.49,1,40
133.149.128.169,1,40
150.75.149.125,1,40
133.149.148.132,1,40
163.33.29.172,1,44
150.75.98.65,1,44
150.75.181.215,1,40
150.75.26.38,5,2174
150.75.126.126,1,40
202.198.9.187,1,40
150.75.149.179,1,40
133.149.25.169,1,40
150.75.26.36,5,2170
163.33.112.155,1,40
163.33.103.213,1,40
150.75.227.29,1,44
150.75.149.117,1,40
133.149.159.7,1,40
202.25.107.217,1,40
163.33.52.207,1,40
203.77.122.135,1,40
163.33.185.232,1,44
150.75.233.143,1,40
133.11.97.219,1,40
202.198.14.183,1,52
133.149.23.136,1,40
133.149.127.252,1,40
150.75.220.71,1,40
203.77.45.171,1,40
203.77.35.31,1,40
133.11.107.253,1,40
150.75.140.34,1,40
150.75.115.134,1,40
133.149.63.51,1,60
202.198.51.240,1,40
163.33.86.22,1,40
133.149.199.102,1,40
150.75.183.231,1,40
203.77.51.176,1,40
150.75.78.102,1,40
163.33.229.184,1,44
133.149.61.254,1,40
163.33.147.22,1,40
150.75.24.147,1,40
163.33.245.108,1,40
150.75.223.152,1,40
150.75.87.4,1,40
150.75.41.102,1,40
150.75.82.127,1,40
203.77.120.125,3,136
163.33.122.241,1,52
163.33.235.23,1,40
150.75.72.59,1,40
133.149.88.12,1,40
133.149.220.231,1,576
133.11.88.113,1,40
133.149.235.26,1,40
133.149.100.132,1,40
133.11.104.199,1,40
150.75.164.174,1,40
163.33.9.244,1,40
133.149.89.44,1,40
133.149.44.69,1,40
163.33.92.27,1,71
150.75.255.11,1,40
163.33.67.187,1,40
150.75.146.136,1,40
133.149.23.189,1,40
150.75.130.146,2,80
150.75.140.213,1,121
163.33.8.108,1,40
163.33.224.207,1,58
150.75.135.127,1,40
150.75.61.133,1,58
150.75.195.255,1,48
163.33.172.225,1,40
133.149.250.88,1,44
163.33.172.4,1,40
163.33.189.29,1,40
133.11.82.19,1,48
163.33.54.114,1,40
203.77.77.68,1,40
163.33.33.133,1,40
150.75.53.253,1,40
163.33.156.12,2,104
150.75.77.73,1,40
163.33.92.103,3,4211
150.75.27.34,1,60
133.149.40.157,1,40
150.75.102.39,1,40
150.75.86.226,2,84
150.75.27.10,1,40
133.11.124.216,1,52
150.75.97.183,1,40
150.75.13.165,1,44
150.75.82.223,1,40
203.77.58.241,1,40
150.75.233.229,1,40
133.149.115.191,1,44
150.75.82.220,1,40
133.149.25.251,1,40
163.33.170.44,1,40
202.198.21.70,1,40
150.75.131.23,1,40
163.33.3.102,1,40
150.75.162.222,1,40
202.198.10.137,1,40
133.149.37.49,1,121
133.149.44.122,1,40
203.77.71.161,1,40
163.33.23.145,1,40
133.149.196.5,1,40
150.75.114.73,1,40
203.77.109.165,17,8727
163.33.91.18,1,40
150.75.254.239,1,40
133.149.107.232,1,40
163.33.157.58,1,44
133.149.221.122,1,52
133.149.12.226,1,40
133.149.32.211,1,40
150.75.103.239,1,40
133.149.68.144,1,40
202.198.46.167,1,40
163.33.141.51,2,453
133.149.10.228,1,40
203.77.63.146,1,40
203.77.127.205,1,44
163.33.145.77,1,40
133.11.89.217,1,40
150.75.87.43,1,40
150.75.215.78,1,44
133.149.29.64,1,40
133.11.91.22,1,40
163.33.11.201,1,44
163.33.185.225,1,40
163.33.97.170,1,32
163.33.251.82,40,25978
150.75.58.219,1,44
150.75.57.127,1,40
150.75.134.174,1,40
150.75.34.186,1,40
133.149.227.182,1,40
133.149.227.25,1,40
150.75.164.157,1,40
133.149.132.31,1,40
133.149.70.214,1,40
150.75.66.117,1,40
133.149.220.238,1,40
202.198.58.213,1,40
163.33.181.156,1,40
202.198.26.176,1,40
133.149.167.199,1,44
203.77.89.15,1,40
203.77.121.118,1,40
163.33.56.242,1,40
133.149.76.38,1,40
203.77.121.104,1,40
133.149.82.239,1,40
133.149.251.101,1,40
163.33.100.94,1,40
163.33.67.110,1,44
133.11.124.19,1,121
133.11.124.78,1,40
150.75.152.64,1,44
163.33.152.206,1,44
133.149.196.252,1,40
150.75.21.113,1,40
203.77.92.105,1,40
133.11.81.151,1,40
163.33.74.98,1,40
133.149.168.133,1,40
150.75.210.233,1,40
202.198.10.155,1,48
133.149.7.32,1,44
133.149.107.183,1,48
133.11.102.0,1,40
202.198.18.25,1,40
150.75.47.251,1,40
133.149.125.71,1,40
133.149.185.85,1,44
163.33.76.161,1,40
203.77.30.144,1,40
163.33.189.107,1,40
133.11.122.22,1,40
133.149.195.228,1,40
163.33.18.61,1,40
150.75.84.172,1,40
163.33.110.12,1,44
163.33.12.170,3,172
150.75.77.222,1,40
202.198.7.152,1,40
163.33.185.228,1,911
133.149.237.179,1,40
133.149.253.58,2,80
202.198.9.201,1,40
150.75.152.91,1,40
150.75.162.149,1,40
133.149.24.182,1,48
203.77.88.134,1,40
163.33.109.215,1,40
202.198.21.229,1,40
133.11.112.146,1,40
163.33.116.8,1,40
202.198.14.156,1,40
163.33.77.73,1,40
133.149.227.152,1,40
133.11.91.174,1,40
150.75.21.63,1,40
163.33.189.148,1,40
163.33.165.177,1,40
163.33.243.194,1,30
202.198.49.112,1,40
163.33.57.121,1,60
203.77.70.125,1,40
133.149.48.185,1,44
163.33.193.242,1,40
163.33.19.171,1,40
133.149.50.147,1,40
202.204.60.62,1,40
150.75.113.48,1,40
163.33.190.201,1,52
203.77.78.134,1,40
163.33.123.178,1,40
203.77.45.178,1,40
150.75.47.96,1,40
133.149.99.235,1,60
202.198.53.119,1,40
203.77.20.51,1,40
133.149.78.230,1,40
163.33.104.229,2,88
133.11.103.172,1,48
203.77.126.74,2,124
150.75.5.241,1,40
203.77.115.58,1,40
133.149.170.185,1,40
150.75.138.249,1,44
150.75.252.34,1,29
133.11.66.108,1,52
163.33.48.107,1,40
163.33.215.168,1,40
203.77.19.86,1,40
150.75.150.197,1,40
203.77.88.242,1,40
150.75.150.36,1,40
133.11.115.117,1,40
150.75.83.241,1,40
150.75.29.221,1,40
150.75.253.26,1,44
133.149.27.18,1,52
133.149.48.213,1,40
203.77.45.177,1,40
150.75.184.56,1,40
150.75.149.153,1,40
163.33.34.171,1,58
133.149.25.221,1,40
133.149.207.238,1,40
163.33.69.198,1,40
202.198.21.101,1,40
133.11.71.0,1,40
163.33.71.94,1,40
163.33.122.83,1,40
163.33.143.205,1,52
203.77.86.240,1,40
133.11.109.29,1,40
150.75.213.116,1,40
133.149.76.209,1,40
203.77.127.52,1,136
163.33.207.58,1,40
150.75.79.255,1,40
203.77.86.226,2,80
133.149.142.45,1,40
150.75.168.144,1,40
163.33.126.99,1,44
150.75.188.33,1,40
163.33.87.217,1,40
150.75.150.44,1,40
150.75.188.45,1,40
133.11.98.142,1,40
203.77.41.56,1,40
203.77.43.228,1,40
150.75.81.201,1,40
133.149.129.50,1,40
133.11.70.16,1,40
203.77.19.196,1,40
133.11.108.254,1,40
203.77.5.249,1,48
150.75.25.43,1,40
202.198.53.158,1,40
163.33.62.174,1,144
133.11.115.185,1,40
150.75.197.242,1,40
133.11.94.184,1,40
133.149.48.108,1,44
150.75.76.141,1,40
133.11.95.71,1,48
133.149.78.239,1,40
133.11.108.229,1,40
203.77.123.192,1,40
133.149.204.237,1,48
163.33.161.217,1,40
133.149.233.167,1,40
150.75.197.200,1,40
163.33.212.198,1,40
133.149.175.142,1,40
133.11.115.197,1,44
163.33.118.148,1,40
133.149.78.254,1,40
163.33.106.5,1,40
163.33.167.186,1,40
150.75.143.112,1,40
150.75.12.198,1,40
163.33.223.229,1,40
133.11.109.58,1,40
133.149.178.194,1,40
203.77.90.121,1,40
150.75.210.223,1,40
150.75.139.99,1,44
150.75.202.126,1,48
163.33.152.157,1,40
150.75.195.0,1,40
163.33.77.18,1,40
163.33.103.49,1,44
133.149.241.52,1,40
133.149.197.212,1,40
203.77.79.153,1,40
133.149.154.73,1,40
163.33.11.107,1,40
133.149.69.90,1,48
150.75.226.57,1,40
163.33.122.214,1,40
163.33.85.84,1,40
150.75.247.36,1,40
202.204.59.255,1,40
133.11.105.53,1,48
133.11.94.207,1,40
163.33.7.234,1,40
163.33.69.28,1,40
163.33.75.165,1,40
163.33.80.40,1,40
202.198.3.36,1,40
150.75.8.185,1,40
202.198.44.61,1,40
163.33.166.17,1,40
203.77.81.132,1,40
150.75.103.58,1,60
163.33.174.53,2,143
133.11.90.67,1,40
133.149.18.138,1,40
150.75.193.205,2,80
133.11.87.60,1,40
203.77.43.192,1,40
150.75.229.103,1,40
133.149.33.213,1,40
150.75.225.41,1,40
163.33.67.161,1,40
150.75.117.170,1,40
133.149.86.12,1,40
163.33.141.192,1,115
133.149.154.15,1,40
150.75.166.16,1,40
133.149.190.60,1,40
150.75.96.127,1,40
202.198.13.57,1,40
163.33.71.180,1,40
150.75.244.40,1,40
203.77.66.89,1,40
203.77.88.182,1,40
163.33.90.40,1,40
163.33.113.62,1,52
150.75.75.188,1,40
150.75.182.39,1,40
150.75.118.157,1,40
133.11.100.178,1,40
133.149.32.41,1,40
203.77.119.149,1,40
203.77.119.155,1,40
150.75.16.242,1,40
150.75.171.254,1,40
163.33.58.174,1,40
163.33.48.124,1,40
163.33.203.37,1,313
133.149.18.218,1,40
133.149.5.30,1,40
133.149.244.57,1,40
163.33.237.81,2,264
163.33.125.137,1,40
203.77.38.73,1,40
163.33.223.48,1,44
133.11.111.124,1,40
150.75.91.150,1,40
163.33.134.116,1,40
133.149.19.38,1,40
133.11.70.91,1,40
203.77.11.88,1,40
203.77.25.83,1,40
150.75.109.15,1,40
163.33.80.106,1,40
133.149.200.164,1,40
163.33.242.133,1,40
202.25.107.251,1,44
150.75.25.233,1,40
150.75.242.142,1,52
150.75.169.207,1,40
133.149.106.64,1,40
203.77.94.236,1,60
163.33.125.26,1,40
203.77.31.104,1,60
203.77.60.162,1,40
133.149.131.8,1,40
150.75.216.196,1,40
163.33.127.10,1,40
133.149.50.193,1,40
133.149.241.11,1,40
150.75.63.92,1,40
163.33.184.36,1,40
203.77.73.21,1,40
163.33.249.173,1,44
133.149.70.246,1,40
203.77.106.79,1,40
133.11.94.198,1,58
150.75.200.248,1,40
133.149.31.71,1,76
202.198.35.84,1,40
163.33.195.31,1,40
202.198.16.212,1,40
133.149.40.186,1,44
133.149.106.31,1,40
150.75.196.30,1,40
203.77.121.113,1,60
133.149.159.140,1,40
150.75.71.204,1,40
202.198.32.98,1,40
163.33.77.6,1,40
150.75.210.30,1,40
163.33.92.109,3,306
150.75.125.83,1,40
133.149.105.210,1,44
203.77.123.144,1,40
150.75.171.90,1,40
163.33.69.143,1,40
163.33.93.173,1,40
150.75.148.216,1,40
163.33.161.34,1,40
163.33.87.249,1,40
150.75.144.59,1,40
203.77.97.106,1,40
163.33.195.132,1,40
203.77.116.81,1,40
133.149.6.214,1,40
133.149.250.46,1,40
163.33.139.76,1,40
133.149.97.200,1,40
150.75.115.45,1,40
133.11.73.34,1,40
163.33.60.43,1,44
133.149.129.24,1,40
150.75.8.207,1,40
202.198.36.218,1,40
150.75.77.226,1,40
203.77.126.4,1,40
133.149.26.35,1,40
203.77.66.182,1,52
133.149.41.104,1,40
163.33.90.161,1,60
202.198.33.252,1,40
133.149.10.227,1,40
202.204.61.197,1,40
150.75.97.52,1,40
163.33.131.169,1,40
150.75.242.189,1,40
150.75.219.205,1,60
163.33.25.244,1,40
202.198.16.229,1,40
133.149.42.167,1,44
202.204.60.122,3,179
163.33.230.62,1,40
133.149.27.205,1,40
202.198.20.11,1,40
163.33.81.40,1,40
203.77.76.183,1,40
133.149.124.103,1,40
150.75.163.80,1,40
163.33.125.175,1,40
203.77.20.36,1,40
150.75.117.171,1,40
133.11.121.161,1,40
133.11.90.127,1,40
150.75.242.60,1,40
150.75.91.48,1,40
133.149.31.175,1,40
163.33.194.165,1,40
163.33.43.3,1,44
150.75.49.33,1,40
133.11.99.57,1,44
202.15.129.86,1,40
133.149.33.106,1,40
163.33.239.148,1,40
133.11.90.74,1,40
202.25.109.35,1,40
133.149.84.141,1,576
203.77.24.139,1,40
163.33.186.245,1,40
133.11.102.72,1,44
163.33.154.74,1,44
163.33.169.65,1,121
133.149.31.152,1,40
150.75.219.160,1,44
150.75.75.143,1,40
203.77.76.133,1,40
150.75.67.153,1,40
203.77.90.29,1,40
203.77.102.202,1,44
202.198.8.252,1,40
150.75.69.206,1,40
163.33.76.220,1,40
133.11.87.5,1,60
150.75.71.207,1,40
202.198.8.196,1,40
150.75.82.15,1,40
133.149.1.203,1,40
163.33.50.140,1,40
203.77.101.154,1,40
163.33.81.132,1,40
203.77.62.113,1,44
150.75.186.67,1,40
150.75.190.161,1,40
150.75.66.147,1,40
150.75.69.242,1,40
133.149.194.16,1,40
163.33.124.38,1,40
133.149.134.92,1,40
150.75.175.122,1,40
202.198.36.50,1,40
150.75.84.40,1,40
150.75.209.47,1,40
133.149.185.130,1,40
133.149.193.234,1,40
150.75.85.253,1,40
163.33.95.216,1,52
133.11.114.13,1,44
133.149.40.175,1,40
133.149.59.243,1,40
150.75.172.140,1,40
133.149.71.166,1,40
150.75.199.161,1,48
163.33.237.113,1,49
202.198.16.46,7,747
133.149.180.48,1,40
203.77.53.213,1,40
133.149.204.57,1,40
133.149.134.116,1,40
163.33.229.254,1,40
150.75.184.150,1,40
150.75.148.149,1,40
202.198.29.99,1,40
150.75.224.188,1,40
203.77.72.152,1,40
150.75.58.4,1,60
163.33.76.124,1,40
163.33.84.172,1,40
150.75.67.145,1,40
133.11.97.236,1,44
203.77.121.168,1,40
163.33.101.157,1,40
150.75.168.108,1,40
150.75.186.163,1,40
133.149.42.159,1,40
150.75.217.206,1,40
150.75.12.186,1,40
150.75.31.254,1,40
150.75.202.105,1,40
202.198.52.217,1,40
163.33.147.173,1,40
133.149.185.142,1,40
150.75.219.105,1,40
133.149.19.180,1,40
133.149.177.36,1,40
133.149.24.168,1,40
150.75.47.86,1,40
150.75.175.91,1,40
150.75.150.155,1,40
202.198.2.84,1,52
133.149.245.223,1,40
150.75.222.34,2,80
150.75.210.11,1,40
133.11.114.5,1,40
150.75.56.233,1,40
203.77.18.59,1,44
163.33.193.200,1,40
203.77.8.126,1,40
203.77.1.151,1,40
163.33.126.74,1,44
163.33.192.129,1,40
163.33.51.68,1,40
133.11.67.131,1,44
163.33.240.167,1,121
163.33.101.169,1,52
163.33.10.74,1,40
133.11.94.38,1,40
203.77.23.51,1,60
133.149.219.204,1,40
203.77.8.76,1,45
133.149.128.3,1,40
203.77.42.45,1,40
133.149.21.227,1,40
150.75.157.88,1,40
133.149.241.45,1,48
150.75.224.177,1,40
133.149.12.211,1,40
163.33.143.19,1,86
163.33.92.225,137,155837
163.33.68.50,1,52
150.75.152.29,1,40
163.33.196.29,1,40
133.149.69.154,1,44
133.149.82.131,1,44
163.33.234.67,1,40
133.149.98.21,1,60
133.11.65.43,1,60
133.149.46.246,1,40
163.33.75.129,1,40
133.149.88.91,1,40
133.149.214.223,1,40
133.149.162.217,1,40
133.11.99.239,1,40
150.75.141.100,1,52
150.75.152.1,1,40
163.33.101.1,1,40
163.33.91.160,1,40
133.11.119.150,1,40
150.75.178.119,1,40
133.149.7.181,1,40
133.149.171.93,1,576
163.33.156.86,1,40
133.11.121.167,1,40
133.11.116.105,1,44
163.33.35.152,2,80
150.75.89.186,1,44
133.149.231.241,1,40
163.33.85.116,1,40
163.33.27.17,1,40
133.11.113.243,1,40
150.75.224.209,1,40
133.11.114.30,1,40
163.33.141.87,1,101
202.198.26.122,1,40
202.198.35.107,1,40
203.77.79.108,1,40
203.77.9.204,1,40
163.33.76.222,1,40
133.11.100.152,1,52
202.204.58.59,1,40
163.33.4.200,1,40
163.33.195.62,1,44
202.204.60.38,2,80
133.11.78.131,1,40
133.149.125.137,1,40
202.198.62.149,1,440
133.11.65.249,1,40
133.11.113.195,1,40
133.11.112.26,1,40
203.77.72.105,1,40
133.149.176.108,1,40
163.33.111.79,1,40
203.77.92.190,1,40
202.198.4.98,1,40
133.149.33.190,1,40
163.33.15.192,1,40
163.33.155.230,1,48
133.11.125.27,1,40
203.77.46.185,2,80
150.75.59.250,1,40
163.33.113.170,1,40
202.198.0.141,1,60
133.149.5.196,1,40
203.77.19.208,1,40
203.77.51.146,1,40
150.75.113.176,1,40
150.75.45.97,1,40
163.33.253.38,1,40
203.77.92.109,1,44
150.75.173.79,2,80
163.33.5.205,1,40
163.33.97.133,1,40
163.33.167.46,1,40
133.149.88.118,1,44
133.11.78.77,1,40
133.149.7.33,1,40
163.33.95.101,3,156
133.149.59.115,1,40
150.75.252.35,1,40
203.77.20.209,1,40
163.33.140.211,1,40
150.75.105.88,1,121
133.11.116.95,1,40
202.198.39.247,1,40
203.77.75.112,1,40
133.149.245.146,1,40
163.33.96.43,1,40
163.33.202.82,1,40
133.149.214.204,1,40
133.11.111.38,1,40
150.75.16.57,1,40
133.149.228.225,1,40
150.75.248.20,1,40
202.204.58.32,1,40
202.198.11.166,1,40
133.11.104.175,1,40
150.75.252.43,1,40
163.33.160.0,1,44
163.33.49.244,1,40
203.77.37.206,1,40
133.149.249.120,1,40
133.149.231.142,1,40
133.149.243.195,1,52
150.75.195.244,1,40
150.75.16.87,1,40
133.11.116.112,1,40
133.149.205.45,1,40
203.77.65.1,1,40
202.198.51.98,1,40
202.198.61.61,1,44
133.149.155.41,1,40
133.149.40.39,1,40
203.77.68.157,1,40
133.11.64.32,1,40
163.33.96.8,1,40
163.33.211.108,1,44
133.149.176.9,1,40
150.75.103.66,1,40
133.149.99.110,1,40
163.33.42.121,1,40
133.149.66.104,1,40
150.75.25.224,1,40
163.33.97.0,1,40
133.149.194.33,1,40
150.75.172.199,1,40
150.75.202.5,1,220
150.75.102.213,1,40
202.198.5.230,1,40
150.75.150.106,1,40
133.11.82.16,1,40
150.75.214.21,1,44
150.75.80.188,2,80
203.77.125.229,1,40
163.33.62.65,1,40
150.75.3.242,1,40
150.75.207.145,1,40
133.149.49.61,1,40
163.33.5.0,1,40
133.149.42.124,1,40
150.75.163.7,1,40
150.75.83.151,1,40
133.149.74.108,1,40
150.75.192.162,1,40
133.149.45.55,1,40
163.33.87.14,1,40
163.33.179.94,1,40
133.149.43.194,1,44
150.75.16.133,1,40
203.77.77.70,1,40
133.11.122.154,1,40
202.204.62.78,1,40
163.33.94.239,1,91
150.75.172.100,1,40
163.33.141.33,1,40
133.149.207.98,1,44
203.77.26.103,1,40
133.149.175.179,1,40
150.75.144.127,1,40
133.149.71.34,1,40
150.75.26.85,1,40
150.75.70.163,1,40
133.149.100.231,1,40
163.33.10.56,1,40
133.149.219.88,1,40
133.149.43.57,1,40
133.149.139.239,1,40
163.33.92.74,9,1064
150.75.90.31,1,40
203.77.125.142,2,167
150.75.37.67,1,40
150.75.24.144,1,40
203.77.36.67,1,40
133.149.224.183,1,40
163.33.163.70,1,40
203.77.8.20,1,40
133.149.75.96,1,40
150.75.210.212,1,40
133.149.249.99,1,40
150.75.174.46,1,40
150.75.124.197,1,40
202.198.36.143,1,40
202.198.57.246,1,40
163.33.54.155,1,40
150.75.199.216,1,40
163.33.191.250,3,182
150.75.170.244,1,40
133.149.211.211,1,40
163.33.167.83,1,40
150.75.135.252,1,40
150.75.25.236,1,40
150.75.153.59,1,40
133.149.113.61,1,40
133.149.156.118,1,40
163.33.48.237,1,40
163.33.147.2,1,44
163.33.149.86,1,44
133.11.113.81,1,40
133.149.68.3,1,60
203.77.8.113,1,40
133.149.194.158,1,40
203.77.53.48,1,121
133.149.80.45,1,40
133.149.227.77,1,44
150.75.172.30,1,40
150.75.161.206,1,40
203.77.45.124,1,40
163.33.77.59,1,40
203.77.22.183,1,40
163.33.68.183,1,40
163.33.91.70,1,40
150.75.129.25,1,576
133.149.125.148,1,40
150.75.98.220,1,40
150.75.248.207,1,40
150.75.238.97,1,40
133.149.48.103,1,40
150.75.79.68,1,40
133.149.222.10,1,40
133.149.103.15,1,40
203.77.11.67,2,80
202.204.59.102,1,44
163.33.194.133,1,44
163.33.164.190,1,52
163.33.254.240,1,40
203.77.11.99,1,40
133.11.92.38,1,40
203.77.49.2,1,40
150.75.156.111,1,40
203.77.124.76,1,40
133.149.251.107,1,40
202.198.58.112,1,40
150.75.78.131,1,40
202.198.12.94,1,40
133.149.125.145,1,40
202.198.55.131,1,52
150.75.181.198,1,40
150.75.2.0,1,40
202.204.56.174,1,40
163.33.222.59,1,40
203.77.63.170,1,60
163.33.104.228,1,121
150.75.43.246,1,40
203.77.124.21,1,136
203.77.46.62,1,40
133.11.80.117,1,52
133.149.90.161,1,40
133.149.92.19,1,48
203.77.47.62,1,40
202.198.56.1,1,40
163.33.232.233,1,40
133.149.85.10,1,40
163.33.131.156,1,40
133.11.95.25,1,40
133.149.152.161,1,40
163.33.57.109,1,40
203.77.82.45,1,40
150.75.162.174,1,40
133.149.75.161,1,40
133.11.84.77,1,48
163.33.8.89,1,40
133.149.104.132,1,40
133.149.181.184,1,40
163.33.93.135,1,48
133.149.81.36,1,40
163.33.6.143,1,40
163.33.199.178,1,44
133.149.244.255,1,40
133.149.202.119,1,40
202.198.36.75,1,40
202.198.15.121,1,40
203.77.46.159,1,40
202.198.2.236,1,40
133.149.42.94,1,40
203.77.17.29,1,40
150.75.19.157,1,44
150.75.24.96,1,40
133.149.155.240,1,40
150.75.49.61,1,40
150.75.17.97,1,40
150.75.80.6,1,40
203.77.39.129,1,40
163.33.195.237,1,40
150.75.42.97,1,40
150.75.155.67,1,40
150.75.129.58,1,40
150.75.26.208,1,40
133.149.48.115,1,40
203.77.79.180,1,40
133.149.183.230,1,121
150.75.176.210,1,40
163.33.217.0,1,40
163.33.141.36,1,105
203.77.94.205,2,80
202.198.18.70,1,40
150.75.34.18,1,40
163.33.12.171,3,168
163.33.162.147,1,40
203.77.111.202,1,40
163.33.250.202,1,44
150.75.42.107,1,40
163.33.255.5,1,40
163.33.200.122,1,40
150.75.15.61,1,40
133.11.122.185,1,40
163.33.55.179,1,40
203.77.48.153,1,40
133.149.48.116,1,40
163.33.240.133,1,44
133.149.174.91,2,80
163.33.126.168,1,40
150.75.8.24,1,40
202.198.13.145,1,40
133.11.68.151,1,40
163.33.57.55,2,126
203.77.120.192,1,44
133.149.255.181,1,40
203.77.121.183,1,40
150.75.232.192,1,40
150.75.154.124,1,40
163.33.207.195,1,40
203.77.98.159,1,44
203.77.91.220,1,40
133.11.110.156,1,40
150.75.89.206,1,40
163.33.202.67,1,40
133.149.8.29,1,40
133.149.193.96,1,44
133.149.144.244,1,44
150.75.241.150,1,40
133.149.50.146,1,44
133.149.251.238,1,44
150.75.21.88,1,40
133.149.141.98,1,40
202.198.51.81,1,40
163.33.138.29,1,40
150.75.18.178,1,40
203.77.7.72,1,40
133.149.239.109,1,40
163.33.187.127,1,40
133.149.145.91,1,48
133.149.109.220,1,40
150.75.150.174,1,40
163.33.93.231,1,40
202.198.15.35,1,40
163.33.104.234,1,40
150.75.176.5,1,40
202.198.10.114,1,40
202.198.53.183,1,48
203.77.49.91,1,40
133.11.80.244,1,40
163.33.55.243,1,40
163.33.131.82,1,48
202.198.10.194,1,40
133.149.146.49,1,40
163.33.122.154,1,40
150.75.168.242,1,40
203.77.122.249,1,44
203.77.45.30,1,40
163.33.241.27,1,40
150.75.83.53,1,40
150.75.89.109,1,40
150.75.26.8,1,40
150.75.8.36,1,40
150.75.32.7,1,40
133.149.253.223,1,40
133.149.8.14,1,40
163.33.168.152,1,40
203.77.74.247,1,40
150.75.246.56,1,40
163.33.81.176,1,44
203.77.74.173,1,40
163.33.108.4,1,44
133.149.196.60,1,40
163.33.180.83,1,40
163.33.71.157,1,40
133.149.173.196,1,40
133.149.64.250,1,40
133.149.202.92,1,40
202.198.44.64,1,44
133.149.25.197,1,44
150.75.41.158,1,40
150.75.7.222,1,40
203.77.96.167,1,40
150.75.228.65,1,40
133.149.111.188,1,40
150.75.96.9,1,40
150.75.148.11,1,40
150.75.229.148,1,40
150.75.215.57,1,40
133.149.197.157,1,40
133.11.121.67,1,40
163.33.211.48,1,52
163.33.178.131,1,40
133.149.224.94,1,40
203.77.114.101,1,40
133.11.121.109,1,40
202.198.48.90,1,40
150.75.42.124,1,40
202.198.44.106,1,44
163.33.128.224,1,40
203.77.92.219,1,40
133.11.120.227,1,40
163.33.175.230,1,40
202.25.107.213,1,52
133.149.222.16,1,40
163.33.138.37,1,48
150.75.254.52,1,40
150.75.109.109,1,40
203.77.56.151,1,40
150.75.26.35,4,1740
133.149.255.110,1,40
133.11.87.82,1,40
150.75.26.34,5,2167
163.33.102.113,1,40
202.198.16.205,1,40
133.149.78.164,1,40
163.33.25.226,1,40
163.33.125.198,1,40
202.198.18.101,1,44
133.149.112.215,1,44
150.75.26.32,5,2169
203.77.51.140,1,40
163.33.123.84,1,40
133.11.85.49,1,48
150.75.26.30,5,2173
150.75.26.39,5,2177
163.33.228.201,3,377
203.77.108.60,1,40
133.149.215.122,1,40
163.33.102.10,1,40
163.33.69.22,1,40
163.33.204.161,1,40
163.33.203.49,1,40
150.75.56.127,1,40
133.149.26.102,1,44
133.11.67.163,1,40
133.149.70.20,1,40
163.33.17.32,1,44
150.75.159.236,1,40
163.33.135.89,1,40
150.75.23.39,1,44
163.33.122.68,1,40
133.11.66.173,1,40
133.11.120.241,1,40
150.75.26.31,5,2175
150.75.215.65,1,40
203.77.120.153,2,135
150.75.26.33,5,2169
150.75.177.52,1,40
203.77.70.152,1,40
150.75.169.5,1,40
133.149.129.213,1,40
203.77.103.201,1,44
203.77.28.153,1,40
163.33.24.141,2,128
133.11.107.29,1,44
133.149.221.243,1,40
133.11.118.137,1,40
133.149.132.6,1,40
150.75.94.66,1,40
202.198.43.183,1,40
150.75.230.111,1,40
202.198.12.122,1,40
150.75.106.158,1,40
150.75.95.8,1,40
133.149.247.182,1,40
150.75.140.22,1,48
133.11.68.209,1,40
133.11.105.228,1,44
150.75.185.243,1,40
133.11.66.113,1,40
203.77.121.216,9,800
203.77.38.87,1,40
163.33.147.23,1,40
133.149.171.177,1,40
150.75.26.29,5,2169
150.75.86.114,1,40
150.75.120.61,1,40
150.75.176.63,1,40
203.77.93.100,1,40
150.75.118.19,1,40
150.75.14.32,1,40
163.33.20.2,1,40
163.33.86.36,1,40
163.33.126.6,1,40
133.149.140.40,1,40
150.75.222.120,1,40
163.33.137.171,1,40
133.149.1.5,1,40
150.75.77.39,1,40
150.75.166.57,1,40
150.75.75.227,1,40
163.33.202.203,1,40
133.149.209.182,1,58
203.77.101.239,1,40
133.149.101.89,1,40
163.33.77.129,1,40
150.75.112.193,1,40
163.33.87.171,1,40
150.75.192.129,1,40
133.149.247.232,1,40
150.75.42.25,1,40
150.75.195.211,1,40
150.75.225.35,1,40
150.75.33.66,1,40
133.149.38.86,1,40
163.33.38.56,1,48
150.75.220.202,1,48
203.77.107.61,1,40
